*******************************************************************************
 Revised: April 12, 2021                 Earth                              399
 
 GEOPHYSICAL PROPERTIES (revised May 9, 2022):
  Vol. Mean Radius (km)    = 6371.01+-0.02   Mass x10^24 (kg)= 5.97219+-0.0006
  Equ. radius, km          = 6378.137        Mass layers:
  Polar axis, km           = 6356.752          Atmos         = 5.1   x 10^18 kg
  Flattening               = 1/298.257223563   oceans        = 1.4   x 10^21 kg
  Density, g/cm^3          = 5.51              crust         = 2.6   x 10^22 kg
  J2 (IERS 2010)           = 0.00108262545     mantle        = 4.043 x 10^24 kg
  g_p, m/s^2  (polar)      = 9.8321863685      outer core    = 1.835 x 10^24 kg
  g_e, m/s^2  (equatorial) = 9.7803267715      inner core    = 9.675 x 10^22 kg
  g_o, m/s^2               = 9.82022         Fluid core rad  = 3480 km
  GM, km^3/s^2             = 398600.435436   Inner core rad  = 1215 km
  GM 1-sigma, km^3/s^2     =      0.0014     Escape velocity = 11.186 km/s
  Rot. Rate (rad/s)        = 0.00007292115   Surface area:
  Mean sidereal day, hr    = 23.9344695944     land          = 1.48 x 10^8 km
  Mean solar day 2000.0, s = 86400.002         sea           = 3.62 x 10^8 km
  Mean solar day 1820.0, s = 86400.0         Love no., k2    = 0.299
  Moment of inertia        = 0.3308          Atm. pressure   = 1.0 bar
  Mean surface temp (Ts), K= 287.6           Volume, km^3    = 1.08321 x 10^12
  Mean effect. temp (Te), K= 255             Magnetic moment = 0.61 gauss Rp^3
  Geometric albedo         = 0.367           Vis. mag. V(1,0)= -3.86
  Solar Constant (W/m^2)   = 1367.6 (mean), 1414 (perihelion), 1322 (aphelion)
 HELIOCENTRIC ORBIT CHARACTERISTICS:
  Obliquity to orbit, deg  = 23.4392911  Sidereal orb period  = 1.0000174 y
  Orbital speed, km/s      = 29.79       Sidereal orb period  = 365.25636 d
  Mean daily motion, deg/d = 0.9856474   Hill's sphere radius = 234.9       
*******************************************************************************


*******************************************************************************
Ephemeris / WWW_USER Fri Jul 24 17:14:08 2026 Pasadena, USA      / Horizons
*******************************************************************************
Target body name: Earth (399)                     {source: DE441}
Center body name: Sun (10)                        {source: DE441}
Center-site name: BODY CENTER
*******************************************************************************
Start time      : A.D. 2000-Jan-01 00:00:00.0000 TDB
Stop  time      : A.D. 2030-Jan-01 00:00:00.0000 TDB
Step-size       : 1440 minutes
*******************************************************************************
Center geodetic : 0.0, 0.0, 0.0                   {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 0.0, 0.0, 0.0                   {E-lon(deg),Dxy(km),Dz(km)}
Center radii    : 695700.0, 695700.0, 695700.0 km {Equator_a, b, pole_c}
Output units    : KM-S
Calendar mode   : Mixed Julian/Gregorian
Output type     : GEOMETRIC cartesian states
Output format   : 3 (position, velocity, LT, range, range-rate)
Reference frame : Ecliptic of J2000.0
*******************************************************************************
            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,                     VX,                     VY,                     VZ,                     LT,                     RG,                     RR,
2460324.500000000, A.D. 2024-Jan-15 00:00:00.0000, -5.980300210043009E+07,  1.344478786868921E+08, -6.881929896049201E+03, -2.770673331391358E+01, -1.223009752449486E+01, -5.594726897761859E-05,  4.908339974814667E+02,  1.471483305749347E+08,  8.586684335148724E-02,
2460325.500000000, A.D. 2024-Jan-16 00:00:00.0000, -6.218730905825550E+07,  1.333703214816240E+08, -6.892122920729220E+03, -2.748411587665182E+01, -1.271256447958015E+01, -1.694707880446344E-04,  4.908597586792785E+02,  1.471560535877478E+08,  9.299242233775022E-02,
2460326.500000000, A.D. 2024-Jan-17 00:00:00.0000, -6.455201245998429E+07,  1.322512863702387E+08, -6.909319823943079E+03, -2.725299552610472E+01, -1.319021324627430E+01, -2.174087341506592E-04,  4.908876500812357E+02,  1.471644152196976E+08,  1.006563912580457E-01,
2460327.500000000, A.D. 2024-Jan-18 00:00:00.0000, -6.689638978470010E+07,  1.310911942406353E+08, -6.927763512499630E+03, -2.701364830085269E+01, -1.366294658698467E+01, -1.985769007681881E-04,  4.909178303438262E+02,  1.471734630348026E+08,  1.088753526083321E-01,
2460328.500000000, A.D. 2024-Jan-19 00:00:00.0000, -6.921974096828160E+07,  1.298904722769730E+08, -6.941812758982182E+03, -2.676631650331784E+01, -1.413071290195685E+01, -1.166270506560707E-04,  4.909504568330455E+02,  1.471832442102016E+08,  1.176256406883484E-01,
2460329.500000000, A.D. 2024-Jan-20 00:00:00.0000, -7.152138522739623E+07,  1.286495507879745E+08, -6.946303062759340E+03, -2.651120397282991E+01, -1.459348882347396E+01,  2.127449805033876E-05,  4.909856756853715E+02,  1.471938025565084E+08,  1.268548684897726E-01,
2460330.500000000, A.D. 2024-Jan-21 00:00:00.0000, -7.380065775917526E+07,  1.273688613902972E+08, -6.936797042690217E+03, -2.624847727915560E+01, -1.505126552136634E+01,  2.056404966914727E-04,  4.910236150461448E+02,  1.472051764907295E+08,  1.364920411868805E-01,
2460331.500000000, A.D. 2024-Jan-22 00:00:00.0000, -7.605690667094061E+07,  1.260488361943869E+08, -6.909742819972336E+03, -2.597826938501565E+01, -1.550403908183706E+01,  4.255939487904925E-04,  4.910643808444701E+02,  1.472173977696118E+08,  1.464550039380134E-01,
2460332.500000000, A.D. 2024-Jan-23 00:00:00.0000, -7.828949025478733E+07,  1.246899076836288E+08, -6.862562496669590E+03, -2.570068376012873E+01, -1.595180385035173E+01,  6.695678838912755E-04,  4.911080543613259E+02,  1.472304907605795E+08,  1.566555716696750E-01,
2460333.500000000, A.D. 2024-Jan-24 00:00:00.0000, -8.049777461091174E+07,  1.232925090879427E+08, -6.793687053129077E+03, -2.541579832413842E+01, -1.639454746255870E+01,  9.258602536306171E-04,  4.911546910517844E+02,  1.472444720886450E+08,  1.670032592316767E-01,
2460334.500000000, A.D. 2024-Jan-25 00:00:00.0000, -8.268113160934229E+07,  1.218570751435625E+08, -6.702546976886690E+03, -2.512366939801927E+01, -1.683224680341326E+01,  1.183111217283539E-03,  4.912043203390249E+02,  1.472593505746557E+08,  1.774083915005178E-01,
2460335.500000000, A.D. 2024-Jan-26 00:00:00.0000, -8.483893720643054E+07,  1.203840431682142E+08, -6.589524141423404E+03, -2.482433600911569E+01, -1.726486477063583E+01,  1.430721990479888E-03,  4.912569462608857E+02,  1.472751274291248E+08,  1.877849239181670E-01,
2460336.500000000, A.D. 2024-Jan-27 00:00:00.0000, -8.697057015299645E+07,  1.188738543717089E+08, -6.455870720483363E+03, -2.451782463229322E+01, -1.769234812356168E+01,  1.659193200505449E-03,  4.913125488783926E+02,  1.472917966744985E+08,  1.980528637368966E-01,
2460337.500000000, A.D. 2024-Jan-28 00:00:00.0000, -8.907541112078135E+07,  1.173269552931376E+08, -6.303603695310652E+03, -2.420415404825347E+01, -1.811462674372277E+01,  1.860345692198173E-03,  4.913710862835286E+02,  1.473093457470691E+08,  2.081399430829671E-01,
2460338.500000000, A.D. 2024-Jan-29 00:00:00.0000, -9.115284223237608E+07,  1.157437992370691E+08, -6.135386305548251E+03, -2.388333971204496E+01, -1.853161437802166E+01,  2.027400387738076E-03,  4.914324969396023E+02,  1.473277561986009E+08,  2.179822121472964E-01,
2460339.500000000, A.D. 2024-Jan-30 00:00:00.0000, -9.320224692361164E+07,  1.141248475914762E+08, -5.954408517204225E+03, -2.355539698240418E+01, -1.894321054855714E+01,  2.154925597122492E-03,  4.914967020192606E+02,  1.473470043972477E+08,  2.275234335182787E-01,
2460340.500000000, A.D. 2024-Jan-31 00:00:00.0000, -9.522301001830195E+07,  1.124705709530460E+08, -5.764276322305202E+03, -2.322034275787551E+01, -1.934930296996984E+01,  2.238695085200249E-03,  4.915636074123285E+02,  1.473670621294890E+08,  2.367134492407822E-01,
2460341.500000000, A.D. 2024-Feb-01 00:00:00.0000, -9.721451787005229E+07,  1.107814500523039E+08, -5.568914700239897E+03, -2.287819540645613E+01, -1.974976961436439E+01,  2.275527081475381E-03,  4.916331051651889E+02,  1.473878970316445E+08,  2.455059618448481E-01,
2460342.500000000, A.D. 2024-Feb-02 00:00:00.0000, -9.917615843292284E+07,  1.090579765484589E+08, -5.372482258372009E+03, -2.252897326986614E+01, -2.014447951252823E+01,  2.263189958411793E-03,  4.917050742727208E+02,  1.474094728272915E+08,  2.538563852677760E-01,
2460343.500000000, A.D. 2024-Feb-03 00:00:00.0000, -1.011073211649322E+08,  1.073006538405077E+08, -5.179287844292819E+03, -2.217269244449658E+01, -2.053329144703740E+01,  2.200466232626042E-03,  4.917793809597167E+02,  1.474317494116319E+08,  2.617206067845151E-01,
2460344.500000000, A.D. 2024-Feb-04 00:00:00.0000, -1.030073967493871E+08,  1.055099981067454E+08, -4.993691584408283E+03, -2.180936502754731E+01, -2.091604989144998E+01,  2.087462562540665E-03,  4.918558788581678E+02,  1.474546829046403E+08,  2.690556894609271E-01,
2460345.500000000, A.D. 2024-Feb-05 00:00:00.0000, -1.048757767463573E+08,  1.036865398233665E+08, -4.819966061003506E+03, -2.143899960109225E+01, -2.129257801199569E+01,  1.926229105010613E-03,  4.919344098072572E+02,  1.474782258908969E+08,  2.758236906931595E-01,
2460346.500000000, A.D. 2024-Feb-06 00:00:00.0000, -1.067118534651922E+08,  1.018308259909067E+08, -4.662090448804200E+03, -2.106160628418422E+01, -2.166266853595454E+01,  1.721681225927085E-03,  4.920148063353441E+02,  1.475023281636668E+08,  2.819996527998814E-01,
2460347.500000000, A.D. 2024-Feb-07 00:00:00.0000, -1.085150205586978E+08,  9.994342315773374E+07, -4.523456849962473E+03, -2.067720872522341E+01, -2.202607504603525E+01,  1.482666542882427E-03,  4.920968970906322E+02,  1.475269383529737E+08,  2.875839819566784E-01,
2460348.500000000, A.D. 2024-Feb-08 00:00:00.0000, -1.102846749980545E+08,  9.802492101044209E+07, -4.406491316258907E+03, -2.028586399667316E+01, -2.238250855350664E+01,  1.222785599964027E-03,  4.921805162849041E+02,  1.475520067567604E+08,  2.926173660096850E-01,
2460349.500000000, A.D. 2024-Feb-09 00:00:00.0000, -1.120202210265647E+08,  9.607593580428159E+07, -4.312236367687583E+03, -1.988768760531531E+01, -2.273164566715405E+01,  9.603492774612477E-04,  4.922655172388770E+02,  1.475774894016843E+08,  2.971932064170905E-01,
2460350.500000000, A.D. 2024-Feb-10 00:00:00.0000, -1.137210762177682E+08,  9.409711240970734E+07, -4.239997060067952E+03, -1.948287539037208E+01, -2.307315276104802E+01,  7.168765809115740E-04,  4.923517882511381E+02,  1.476033528005042E+08,  3.014599893789874E-01,
2460351.500000000, A.D. 2024-Feb-11 00:00:00.0000, -1.153866788687672E+08,  9.208912363826674E+07, -4.187186042606831E+03, -1.907171060255807E+01, -2.340672355210510E+01,  5.140455154464263E-04,  4.924392668902613E+02,  1.476295782367494E+08,  3.056073586699473E-01,
2460352.500000000, A.D. 2024-Feb-12 00:00:00.0000, -1.170164950373346E+08,  9.005266614281113E+07, -4.149473138377070E+03, -1.865454797332887E+01, -2.373211822031259E+01,  3.699006259143545E-04,  4.925279479058108E+02,  1.476561641363790E+08,  3.098367082872096E-01,
2460353.500000000, A.D. 2024-Feb-13 00:00:00.0000, -1.186100232639582E+08,  8.798845345222750E+07, -4.121243257664144E+03, -1.823177761482756E+01, -2.404918818908634E+01,  2.957584609983854E-04,  4.926178815504366E+02,  1.476831255647582E+08,  3.143262989750197E-01,
2460354.500000000, A.D. 2024-Feb-14 00:00:00.0000, -1.201667957796912E+08,  8.589720786812173E+07, -4.096245908908546E+03, -1.780378260056196E+01, -2.435787712546540E+01,  2.949904964157923E-04,  4.927091627357763E+02,  1.477104909756804E+08,  3.192046257221445E-01,
2460355.500000000, A.D. 2024-Feb-15 00:00:00.0000, -1.216863763626867E+08,  8.377965323354118E+07, -4.068259087368846E+03, -1.737090599546311E+01, -2.465820123803444E+01,  3.638380010322351E-04,  4.928019148267026E+02,  1.477382973530038E+08,  3.245404544268050E-01,
2460356.500000000, A.D. 2024-Feb-16 00:00:00.0000, -1.231683560818112E+08,  8.163650988794616E+07, -4.031621533934027E+03, -1.693343536465827E+01, -2.495022056211337E+01,  4.934678736105980E-04,  4.928962729407435E+02,  1.477665852039444E+08,  3.303484816970714E-01,
2460357.500000000, A.D. 2024-Feb-17 00:00:00.0000, -1.246123484207764E+08,  7.946849206079459E+07, -3.981571805309504E+03, -1.649160301821276E+01, -2.523401274507826E+01,  6.722341194684844E-04,  4.929923702933590E+02,  1.477953944654923E+08,  3.366034329539452E-01,
2460358.500000000, A.D. 2024-Feb-18 00:00:00.0000, -1.260179848610441E+08,  7.727630718861164E+07, -3.914409556966275E+03, -1.604559513579179E+01, -2.550965517610214E+01,  8.874607873323725E-04,  4.930903288976733E+02,  1.478247617162619E+08,  3.432551568602263E-01,
2460359.500000000, A.D. 2024-Feb-19 00:00:00.0000, -1.273849113896642E+08,  7.506065639234835E+07, -3.827532013628632E+03, -1.559556314803072E+01, -2.577721571128974E+01,  1.126548772331759E-03,  4.931902541949530E+02,  1.478547185667498E+08,  3.502403887905854E-01,
2460360.500000000, A.D. 2024-Feb-20 00:00:00.0000, -1.287127859366489E+08,  7.282223547401772E+07, -3.719400380738080E+03, -1.514163346782162E+01, -2.603674940986669E+01,  1.377524496898985E-03,  4.932922324344862E+02,  1.478852908738419E+08,  3.574900879976978E-01,
2460361.500000000, A.D. 2024-Feb-21 00:00:00.0000, -1.300012765291177E+08,  7.056173604458575E+07, -3.589475014150143E+03, -1.468391430841345E+01, -2.628829831382997E+01,  1.629251524690289E-03,  4.933963296133436E+02,  1.479164984229624E+08,  3.649331385172171E-01,
2460362.500000000, A.D. 2024-Feb-22 00:00:00.0000, -1.312500599175335E+08,  6.827984662125732E+07, -3.438139618247747E+03, -1.422249992620018E+01, -2.653189210385069E+01,  1.871499800472520E-03,  4.935025911255200E+02,  1.479483548228886E+08,  3.724978064116420E-01,
2460363.500000000, A.D. 2024-Feb-23 00:00:00.0000, -1.324588204912329E+08,  6.597725367446658E+07, -3.266620932575315E+03, -1.375747324804592E+01, -2.676754849729695E+01,  2.094994810908801E-03,  4.936110416635403E+02,  1.479808674762532E+08,  3.801122134358315E-01,
2460364.500000000, A.D. 2024-Feb-24 00:00:00.0000, -1.336272493865576E+08,  6.365464266467957E+07, -3.076903004202992E+03, -1.328890784151624E+01, -2.699527308927747E+01,  2.291497030338263E-03,  4.937216852213206E+02,  1.480140375804020E+08,  3.877046661738892E-01,
2460365.500000000, A.D. 2024-Feb-25 00:00:00.0000, -1.347550437613971E+08,  6.131269911032840E+07, -2.871633237473667E+03, -1.281686986914640E+01, -2.721505885236306E+01,  2.453909335946136E-03,  4.938345052211913E+02,  1.480478601654748E+08,  3.952042150694695E-01,
2460366.500000000, A.D. 2024-Feb-26 00:00:00.0000, -1.358419062473210E+08,  5.895210969900858E+07, -2.654018991500139E+03, -1.234142024743819E+01, -2.742688570427662E+01,  2.576382463766791E-03,  4.939494648372892E+02,  1.480823241913555E+08,  4.025414306423652E-01,
2460367.500000000, A.D. 2024-Feb-27 00:00:00.0000, -1.368875445927210E+08,  5.657356342041080E+07, -2.427716365642846E+03, -1.186261686068046E+01, -2.763072047427576E+01,  2.654385909838908E-03,  4.940665075448698E+02,  1.481174127123520E+08,  4.096491414781574E-01,
2460368.500000000, A.D. 2024-Feb-28 00:00:00.0000, -1.378916714868724E+08,  5.417775268130536E+07, -2.196714990634471E+03, -1.138051646830355E+01, -2.782651733618250E+01,  2.684729205773451E-03,  4.941855578376822E+02,  1.481531030922599E+08,  4.164628130704469E-01,
2460369.500000000, A.D. 2024-Feb-29 00:00:00.0000, -1.388540045221349E+08,  5.176537437125993E+07, -1.965222737282515E+03, -1.089517594720077E+01, -2.801421844541160E+01,  2.665547505811716E-03,  4.943065219745845E+02,  1.481893672281917E+08,  4.229203527280295E-01,
2460370.500000000, A.D. 2024-Mar-01 00:00:00.0000, -1.397742662283037E+08,  4.933713088339788E+07, -1.737551718004048E+03, -1.040665272228011E+01, -2.819375423420789E+01,  2.596295660790560E-03,  4.944292885865162E+02,  1.482261717325430E+08,  4.289613645662016E-01,
2460371.500000000, A.D. 2024-Mar-02 00:00:00.0000, -1.406521841157155E+08,  4.689373114929244E+07, -1.518002081509680E+03, -9.915004614938097E+00, -2.836504267042539E+01,  2.477817599912058E-03,  4.945537290268002E+02,  1.482634780380104E+08,  4.345262007509147E-01,
2460372.500000000, A.D. 2024-Mar-03 00:00:00.0000, -1.414874907040788E+08,  4.443589180664816E+07, -1.310733848394826E+03, -9.420289829234600E+00, -2.852798683456864E+01,  2.312565872911065E-03,  4.946796974997753E+02,  1.483012424361541E+08,  4.395555229288723E-01,
2460373.500000000, A.D. 2024-Mar-04 00:00:00.0000, -1.422799235999326E+08,  4.196433866249340E+07, -1.119611003588885E+03, -8.922568350881525E+00, -2.868247049514601E+01,  2.105031409865177E-03,  4.948070312637719E+02,  1.483394161382490E+08,  4.439914697056624E-01,
2460374.500000000, A.D. 2024-Mar-05 00:00:00.0000, -1.430292258190510E+08,  3.947980861386928E+07, -9.479988001659513E+02, -8.421906548840228E+00, -2.882835210402680E+01,  1.862390840177142E-03,  4.949355515682002E+02,  1.483779455562165E+08,  4.477818308252743E-01,
2460375.500000000, A.D. 2024-Mar-06 00:00:00.0000, -1.437351467165228E+08,  3.698305209898305E+07, -7.984989546854049E+02, -7.918386943531471E+00, -2.896545895611263E+01,  1.595265999362994E-03,  4.950650663964341E+02,  1.484167731249202E+08,  4.508885940518467E-01,
2460376.500000000, A.D. 2024-Mar-07 00:00:00.0000, -1.443974440323878E+08,  3.447483592329311E+07, -6.726240142080933E+02, -7.412124304616274E+00, -2.909358511568576E+01,  1.318305873542869E-03,  4.951953763795132E+02,  1.484558390750494E+08,  4.533013365176974E-01,
2460377.500000000, A.D. 2024-Mar-08 00:00:00.0000, -1.450158875639969E+08,  3.195594591622199E+07, -5.704464877881110E+02, -6.903286635443333E+00, -2.921249834621953E+01,  1.050091784648544E-03,  4.953262850827359E+02,  1.484950845169621E+08,  4.550535860413461E-01,
2460378.500000000, A.D. 2024-Mar-09 00:00:00.0000, -1.455902646653694E+08,  2.942718841847386E+07, -4.903063835073262E+02, -6.392115050813861E+00, -2.932196079472762E+01,  8.117965021909868E-04,  4.954576138161063E+02,  1.485344558807453E+08,  4.562366093043575E-01,
2460379.500000000, A.D. 2024-Mar-10 00:00:00.0000, -1.461203870510315E+08,  2.688938936249245E+07, -4.286997590567917E+02, -5.878932178317894E+00, -2.942176334265633E+01,  6.243474812652750E-04,  4.955892190379695E+02,  1.485739101336933E+08,  4.570021396221273E-01,
2460380.500000000, A.D. 2024-Mar-11 00:00:00.0000, -1.466060974537462E+08,  2.434339008105606E+07, -3.804609826244414E+02, -5.364129205580285E+00, -2.951176474294073E+01,  5.046348483777052E-04,  4.957210080523937E+02,  1.486134194862649E+08,  4.575471582114880E-01,
2460381.500000000, A.D. 2024-Mar-12 00:00:00.0000, -1.470472741520679E+08,  2.179004009166403E+07, -3.392661660434678E+02, -4.848130425098347E+00, -2.959191968626660E+01,  4.621392955304060E-04,  4.958529477511047E+02,  1.486529740128492E+08,  4.580819703525926E-01,
2460382.500000000, A.D. 2024-Mar-13 00:00:00.0000, -1.474438318460153E+08,  1.923018844904261E+07, -2.983546950332820E+02, -4.331347008702514E+00, -2.966228250673912E+01,  4.974482488737664E-04,  4.959850630324402E+02,  1.486925811777802E+08,  4.587930137184272E-01,
2460383.500000000, A.D. 2024-Mar-14 00:00:00.0000, -1.477957187361654E+08,  1.666467591232019E+07, -2.512735915910453E+02, -3.814138272535797E+00, -2.972298572762768E+01,  6.031857990951295E-04,  4.961174255827548E+02,  1.487322624720862E+08,  4.598153874811226E-01,
2460384.500000000, A.D. 2024-Mar-15 00:00:00.0000, -1.481029110750742E+08,  1.409432965319975E+07, -1.924602701514959E+02, -3.296793016920706E+00, -2.977420529157783E+01,  7.666218315094397E-04,  4.962501372898682E+02,  1.487720484409671E+08,  4.612235903713714E-01,
2460385.500000000, A.D. 2024-Mar-16 00:00:00.0000, -1.483654070306365E+08,  1.151996098812809E+07, -1.175750363627449E+02, -2.779531395076869E+00, -2.981612753191038E+01,  9.726396039795304E-04,  4.963833134850850E+02,  1.488119736598782E+08,  4.630385512088209E-01,
2460386.500000000, A.D. 2024-Mar-17 00:00:00.0000, -1.485832213178531E+08,  8.942365528022991E+06, -2.360060220398009E+01, -2.262519165935351E+00, -2.984892705906510E+01,  1.206047329576521E-03,  4.965170696125254E+02,  1.488520727380961E+08,  4.652428970874027E-01,
2460387.500000000, A.D. 2024-Mar-18 00:00:00.0000, -1.487563812519413E+08,  6.362324699082199E+06,  9.121517111593857E+01, -1.745885002106706E+00, -2.987275682299543E+01,  1.452889853124972E-03,  4.966515125119237E+02,  1.488923777053673E+08,  4.677966571342224E-01,
2460388.500000000, A.D. 2024-Mar-19 00:00:00.0000, -1.488849241997113E+08,  3.780607712584332E+06,  2.274912457752507E+02, -1.229734914179419E+00, -2.988774691425106E+01,  1.700916410730002E-03,  4.967867357280393E+02,  1.489329166057053E+08,  4.706491014345277E-01,
2460389.500000000, A.D. 2024-Mar-20 00:00:00.0000, -1.489688960679177E+08,  1.197973420699448E+06,  3.848613693389925E+02, -7.141617464460022E-01, -2.989400772940757E+01,  1.939540328384837E-03,  4.969228175285829E+02,  1.489737129031793E+08,  4.737457344323929E-01,
2460390.500000000, A.D. 2024-Mar-21 00:00:00.0000, -1.490083504087218E+08, -1.384828164749664E+06,  5.621078953612014E+02, -1.992501518793487E-01, -2.989163417844858E+01,  2.159594548952981E-03,  4.970598203297059E+02,  1.490147853096808E+08,  4.770312852992139E-01,
2460391.500000000, A.D. 2024-Mar-22 00:00:00.0000, -1.490033478083096E+08, -3.967054689865679E+06,  7.572732529526111E+02,  3.149215726319231E-01, -2.988070905880697E+01,  2.353083129062128E-03,  4.971977905739146E+02,  1.490561477483231E+08,  4.804500938256029E-01,
2460392.500000000, A.D. 2024-Mar-23 00:00:00.0000, -1.489539553524007E+08, -6.547970502214121E+06,  9.677537245163694E+02,  8.282813117883160E-01, -2.986130486170390E+01,  2.513030337889077E-03,  4.973367585037138E+02,  1.490978092855808E+08,  4.839451943288082E-01,
2460393.500000000, A.D. 2024-Mar-24 00:00:00.0000, -1.488602460798731E+08, -9.126845780681821E+06,  1.190385687919334E+03,  1.340763411185851E+00, -2.983348400528281E+01,  2.633457663977268E-03,  4.974767376063674E+02,  1.491397739648339E+08,  4.874570846849376E-01,
2460394.500000000, A.D. 2024-Mar-25 00:00:00.0000, -1.487222984236101E+08, -1.170295563114074E+07,  1.421534951710142E+03,  1.852308591400389E+00, -2.979729789811563E+01,  2.709473092778580E-03,  4.976177237393474E+02,  1.491820405441839E+08,  4.909228196043126E-01,
2460395.500000000, A.D. 2024-Mar-26 00:00:00.0000, -1.485401956907980E+08, -1.427557907133508E+07,  1.657197216700763E+03,  2.362863085191090E+00, -2.975278541185263E+01,  2.737431318958983E-03,  4.977596940820187E+02,  1.492246021821764E+08,  4.942757369253225E-01,
2460396.500000000, A.D. 2024-Mar-27 00:00:00.0000, -1.483140256538295E+08, -1.684399787886952E+07,  1.893113672104664E+03,  2.872376961160995E+00, -2.969997132146433E+01,  2.715116054057276E-03,  4.979026061044497E+02,  1.492674461286588E+08,  4.974458309694179E-01,
2460397.500000000, A.D. 2024-Mar-28 00:00:00.0000, -1.480438803131682E+08, -1.940749531729370E+07,  2.124901828446425E+03,  3.380801874643299E+00, -2.963886508148139E+01,  2.641905641384668E-03,  4.980463967138492E+02,  1.493105534688880E+08,  5.003605643714928E-01,
2460398.500000000, A.D. 2024-Mar-29 00:00:00.0000, -1.477298558667662E+08, -2.196535477455588E+07,  2.348199309184216E+03,  3.888088589840951E+00, -2.956946000501263E+01,  2.518907516012803E-03,  4.981909816616021E+02,  1.493538989457646E+08,  5.029458150931559E-01,
2460399.500000000, A.D. 2024-Mar-30 00:00:00.0000, -1.473720528945045E+08, -2.451685834020393E+07,  2.558818380478770E+03,  4.394184494832158E+00, -2.949173260633261E+01,  2.349077344080186E-03,  4.983362552135638E+02,  1.493974508609896E+08,  5.051267360451390E-01,
2460400.500000000, A.D. 2024-Mar-31 00:00:00.0000, -1.469705767602606E+08, -2.706128531811892E+07,  2.752911489194259E+03,  4.899030992108440E+00, -2.940564169531027E+01,  2.137362393725084E-03,  4.984820900563602E+02,  1.494411710469736E+08,  5.068285717779776E-01,
2460401.500000000, A.D. 2024-Apr-01 00:00:00.0000, -1.465255382642640E+08, -2.959791063778309E+07,  2.927151825554669E+03,  5.402560174866036E+00, -2.931112690830825E+01,  1.890911676868612E-03,  4.986283374824201E+02,  1.494850149223082E+08,  5.079778924459831E-01,
2460402.500000000, A.D. 2024-Apr-02 00:00:00.0000, -1.460370546495783E+08, -3.212600311728530E+07,  3.078935538807884E+03,  5.904689753566293E+00, -2.920810683382719E+01,  1.619364007479973E-03,  4.987748280974205E+02,  1.495289317038532E+08,  5.085051774440428E-01,
2460403.500000000, A.D. 2024-Apr-03 00:00:00.0000, -1.455052511662131E+08, -3.464482358090091E+07,  3.206610234877095E+03,  6.405315037507335E+00, -2.909647779394362E+01,  1.335148375147810E-03,  4.989213736193297E+02,  1.495728649460752E+08,  5.083500337729319E-01,
2460404.500000000, A.D. 2024-Apr-04 00:00:00.0000, -1.449302634837622E+08, -3.715362297758620E+07,  3.309723697993904E+03,  6.904297296323652E+00, -2.897611557275290E+01,  1.053608442068921E-03,  4.990677707114928E+02,  1.496167536901788E+08,  5.074702440275449E-01,
2460405.500000000, A.D. 2024-Apr-05 00:00:00.0000, -1.443122412394314E+08, -3.965164089536927E+07,  3.389264470048249E+03,  7.401449493329507E+00, -2.884688345972286E+01,  7.926260891331083E-04,  4.992138080177486E+02,  1.496605345731809E+08,  5.058548133279808E-01,
2460406.500000000, A.D. 2024-Apr-06 00:00:00.0000, -1.436513528032704E+08, -4.213810516433372E+07,  3.447834323652089E+03,  7.896523318443098E+00, -2.870864979886163E+01,  5.713632229564780E-04,  4.993592773088480E+02,  1.497041451695232E+08,  5.035388238458086E-01,
2460407.500000000, A.D. 2024-Apr-07 00:00:00.0000, -1.429477908610533E+08, -4.461223341581470E+07,  3.489665315100923E+03,  8.389204584575372E+00, -2.856131535623280E+01,  4.079219858041938E-04,  4.995039885529366E+02,  1.497475285090887E+08,  5.006146482573947E-01,
2460408.500000000, A.D. 2024-Apr-08 00:00:00.0000, -1.422017777504206E+08, -4.707323725427326E+07,  3.520396799288690E+03,  8.879124583526027E+00, -2.840484492459851E+01,  3.162374788754363E-04,  4.996477867918931E+02,  1.497906381366016E+08,  4.972320413439978E-01,
2460409.500000000, A.D. 2024-Apr-09 00:00:00.0000, -1.414135690028297E+08, -4.952032893893278E+07,  3.546583931554109E+03,  9.365889946256667E+00, -2.823929159593774E+01,  3.031756235216676E-04,  4.997905667517145E+02,  1.498334424917096E+08,  4.935819700246912E-01,
2460410.500000000, A.D. 2024-Apr-10 00:00:00.0000, -1.405834537288237E+08, -5.195272939565834E+07,  3.575009971398860E+03,  9.849123815394188E+00, -2.806480172341790E+01,  3.670827243631436E-04,  4.999322806258892E+02,  1.498759272423811E+08,  4.898665847931764E-01,
2460411.500000000, A.D. 2024-Apr-11 00:00:00.0000, -1.397117514837288E+08, -5.436967564107401E+07,  3.611965118207037E+03,  1.032850345118907E+01, -2.788159672270813E+01,  4.984938812260253E-04,  5.000729364195616E+02,  1.499180947884981E+08,  4.862659487562146E-01,
2460412.500000000, A.D. 2024-Apr-12 00:00:00.0000, -1.387988065513738E+08, -5.677042588223878E+07,  3.662670111969113E+03,  1.080378080569592E+01, -2.768993957519730E+01,  6.826255712990559E-04,  5.002125877946259E+02,  1.499599612174917E+08,  4.829141203856251E-01,
